index,D_0__Archaea;D_1__Crenarchaeota,D_0__Archaea;D_1__Diapherotrites,D_0__Archaea;D_1__Euryarchaeota,D_0__Archaea;D_1__Nanoarchaeaeota,D_0__Archaea;D_1__Thaumarchaeota,D_0__Bacteria;D_1__Acidobacteria,D_0__Bacteria;D_1__Actinobacteria,D_0__Bacteria;D_1__Armatimonadetes,D_0__Bacteria;D_1__BRC1,D_0__Bacteria;D_1__Bacteroidetes,D_0__Bacteria;D_1__Chlamydiae,D_0__Bacteria;D_1__Chloroflexi,D_0__Bacteria;D_1__Cloacimonetes,D_0__Bacteria;D_1__Cyanobacteria,D_0__Bacteria;D_1__Dadabacteria,D_0__Bacteria;D_1__Deinococcus-Thermus,D_0__Bacteria;D_1__Dependentiae,D_0__Bacteria;D_1__Elusimicrobia,D_0__Bacteria;D_1__Entotheonellaeota,D_0__Bacteria;D_1__Epsilonbacteraeota,D_0__Bacteria;D_1__FBP,D_0__Bacteria;D_1__FCPU426,D_0__Bacteria;D_1__Fibrobacteres,D_0__Bacteria;D_1__Firmicutes,D_0__Bacteria;D_1__GAL15,D_0__Bacteria;D_1__Gemmatimonadetes,D_0__Bacteria;D_1__Hydrogenedentes,D_0__Bacteria;D_1__Kiritimatiellaeota,D_0__Bacteria;D_1__Latescibacteria,D_0__Bacteria;D_1__Lentisphaerae,D_0__Bacteria;D_1__Margulisbacteria,D_0__Bacteria;D_1__Nitrospinae,D_0__Bacteria;D_1__Nitrospirae,D_0__Bacteria;D_1__Omnitrophicaeota,D_0__Bacteria;D_1__PAUC34f,D_0__Bacteria;D_1__Patescibacteria,D_0__Bacteria;D_1__Planctomycetes,D_0__Bacteria;D_1__Proteobacteria,D_0__Bacteria;D_1__Rokubacteria,D_0__Bacteria;D_1__Spirochaetes,D_0__Bacteria;D_1__Tenericutes,D_0__Bacteria;D_1__Verrucomicrobia,D_0__Bacteria;D_1__WOR-1,D_0__Bacteria;D_1__WPS-2,D_0__Bacteria;D_1__WS1,D_0__Bacteria;D_1__WS2,D_0__Bacteria;D_1__WS4,D_0__Bacteria;D_1__Zixibacteria,D_0__Bacteria;__,Name,host,host infra specific rank,watering regimen,root_compartment,soil_source,biological_replicate,host infra specific name
SRR5532822,0.0,0.0,1.0,3.0,2.0,687.0,2251.0,7.0,1.0,457.0,0.0,1666.0,0.0,6319.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,830.0,0.0,64.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,34.0,24214.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,drght.109,Oryza glaberrima,TOg7102,Drought,Endosphere,Davis,3.0,indica
SRR5532823,0.0,0.0,4.0,1.0,0.0,376.0,2460.0,8.0,0.0,771.0,0.0,1485.0,0.0,7897.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,460.0,0.0,54.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,34.0,21240.0,2.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.110,Oryza glaberrima,Gl_CG14,Drought,Endosphere,Davis,3.0,indica
SRR5532824,18.0,0.0,83.0,11.0,22.0,2637.0,2269.0,117.0,16.0,478.0,1.0,1580.0,2.0,192.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,12.0,1658.0,0.0,892.0,25.0,0.0,11.0,0.0,0.0,0.0,16.0,3.0,0.0,1.0,637.0,5873.0,31.0,4.0,0.0,295.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,drght.101,Oryza glaberrima,TOg7102,Drought,Rhizosphere,Arbuckle,3.0,indica
SRR5532825,5.0,0.0,66.0,4.0,31.0,2120.0,2214.0,59.0,3.0,454.0,0.0,1096.0,1.0,123.0,0.0,8.0,4.0,4.0,0.0,3.0,0.0,0.0,7.0,751.0,0.0,856.0,8.0,0.0,13.0,0.0,0.0,0.0,12.0,1.0,0.0,5.0,575.0,5730.0,16.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,drght.102,Oryza glaberrima,Gl_CG14,Drought,Rhizosphere,Arbuckle,3.0,indica
SRR5532826,7.0,0.0,18.0,5.0,7.0,1861.0,1451.0,43.0,7.0,307.0,1.0,1018.0,1.0,121.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,12.0,984.0,0.0,758.0,10.0,0.0,11.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,356.0,4935.0,31.0,6.0,0.0,161.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,drght.103,Oryza sativa,IR20,Drought,Rhizosphere,Arbuckle,3.0,indica
SRR5532827,1.0,0.0,13.0,0.0,15.0,1888.0,1169.0,54.0,6.0,758.0,1.0,1075.0,0.0,78.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,70.0,343.0,0.0,795.0,12.0,1.0,11.0,0.0,0.0,0.0,11.0,4.0,0.0,5.0,572.0,4784.0,7.0,2.0,0.0,287.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,drght.104,Oryza sativa,M206,Drought,Rhizosphere,Arbuckle,3.0,japonica
SRR5532828,36.0,0.0,153.0,6.0,1.0,4411.0,8603.0,203.0,34.0,221.0,0.0,3237.0,0.0,278.0,0.0,2.0,1.0,20.0,0.0,1.0,0.0,0.0,15.0,840.0,0.0,598.0,5.0,4.0,148.0,0.0,0.0,0.0,22.0,18.0,0.0,2.0,523.0,9272.0,18.0,12.0,0.0,471.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,drght.105,Oryza glaberrima,TOg7102,Drought,Rhizosphere,Biggs,3.0,indica
SRR5532829,61.0,0.0,200.0,8.0,9.0,6052.0,10052.0,312.0,41.0,358.0,2.0,3401.0,9.0,631.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0,1.0,53.0,1800.0,0.0,638.0,7.0,1.0,29.0,0.0,0.0,0.0,18.0,10.0,0.0,2.0,1177.0,10641.0,31.0,9.0,0.0,907.0,1.0,20.0,0.0,0.0,2.0,0.0,3.0,drght.106,Oryza glaberrima,Gl_CG14,Drought,Rhizosphere,Biggs,3.0,indica
SRR5532830,48.0,0.0,128.0,6.0,24.0,6671.0,11409.0,392.0,59.0,374.0,0.0,4722.0,6.0,690.0,0.0,0.0,1.0,29.0,0.0,5.0,0.0,0.0,26.0,853.0,0.0,383.0,3.0,8.0,85.0,0.0,0.0,0.0,72.0,19.0,0.0,13.0,1163.0,14046.0,45.0,21.0,0.0,1067.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,drght.107,Oryza sativa,IR20,Drought,Rhizosphere,Biggs,3.0,indica
SRR5532831,105.0,0.0,110.0,1.0,3.0,5693.0,3357.0,311.0,22.0,293.0,1.0,2085.0,0.0,260.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,44.0,402.0,0.0,562.0,1.0,2.0,85.0,0.0,0.0,0.0,22.0,8.0,0.0,563.0,739.0,10440.0,3.0,6.0,0.0,901.0,0.0,19.0,0.0,0.0,1.0,3.0,0.0,drght.108,Oryza sativa,M206,Drought,Rhizosphere,Biggs,3.0,japonica
SRR5681518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4814.0,ITS1.drght.203,Soil,not applicable,Drought,BulkSoil,Arbuckle,2.0,NA
SRR5681519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7400.0,ITS1.drght.204,Soil,not applicable,Drought,BulkSoil,Biggs,2.0,NA
SRR5681520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12555.0,ITS1.drght.119,Oryza sativa,IR20,Drought,Endosphere,Biggs,3.0,indica
SRR5681521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7675.0,ITS1.drght.120,Oryza sativa,M206,Drought,Endosphere,Biggs,3.0,japonica
SRR5681522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10929.0,ITS1.drght.207,Soil,not applicable,Drought,BulkSoil,Biggs,3.0,NA
SRR5681523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22309.0,ITS1.drght.208,Soil,not applicable,Watered,BulkSoil,Davis,3.0,NA
SRR5681524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13993.0,ITS1.drght.205,Soil,not applicable,Drought,BulkSoil,Davis,3.0,NA
SRR5681525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52569.0,ITS1.drght.206,Soil,not applicable,Drought,BulkSoil,Arbuckle,3.0,NA
SRR5681526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7042.0,ITS1.drght.113,Oryza glaberrima,TOg7102,Drought,Endosphere,Arbuckle,3.0,indica
SRR5681527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12324.0,ITS1.drght.114,Oryza glaberrima,Gl_CG14,Drought,Endosphere,Arbuckle,3.0,indica
SRR5681528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11424.0,ITS1.drght.1,Oryza glaberrima,TOg7102,Drought,Rhizosphere,Davis,1.0,indica
SRR5681529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10966.0,ITS1.drght.2,Oryza glaberrima,Gl_CG14,Drought,Rhizosphere,Davis,1.0,indica
SRR5681530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2857.0,ITS1.drght.117,Oryza glaberrima,TOg7102,Drought,Endosphere,Biggs,3.0,indica
SRR5681531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11327.0,ITS1.drght.118,Oryza glaberrima,Gl_CG14,Drought,Endosphere,Biggs,3.0,indica
SRR5681532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6709.0,ITS1.drght.115,Oryza sativa,IR20,Drought,Endosphere,Arbuckle,3.0,indica
SRR5681533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19627.0,ITS1.drght.116,Oryza sativa,M206,Drought,Endosphere,Arbuckle,3.0,japonica
SRR5681534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,ITS1.drght.201,Soil,not applicable,Watered,BulkSoil,Biggs,2.0,NA
SRR5681535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6162.0,ITS1.drght.94,Oryza glaberrima,Gl_CG14,Drought,Endosphere,Biggs,2.0,indica
SRR5681536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965.0,ITS1.drght.91,Oryza sativa,IR20,Drought,Endosphere,Arbuckle,2.0,indica
SRR5681537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7346.0,ITS1.drght.92,Oryza sativa,M206,Drought,Endosphere,Arbuckle,2.0,japonica
SRR5681538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11700.0,ITS1.drght.97,Oryza glaberrima,TOg7102,Drought,Rhizosphere,Davis,3.0,indica
SRR5681539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20798.0,ITS1.drght.98,Oryza glaberrima,Gl_CG14,Drought,Rhizosphere,Davis,3.0,indica
SRR5681540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9312.0,ITS1.drght.202,Soil,not applicable,Drought,BulkSoil,Davis,2.0,NA
SRR5681541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17146.0,ITS1.drght.96,Oryza sativa,M206,Drought,Endosphere,Biggs,2.0,japonica
SRR5681542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10302.0,ITS1.drght.99,Oryza sativa,IR20,Drought,Rhizosphere,Davis,3.0,indica
SRR5681543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11582.0,ITS1.drght.100,Oryza sativa,M206,Drought,Rhizosphere,Davis,3.0,japonica
SRR5681544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5570.0,ITS1.drght.19,Oryza sativa,IR20,Drought,Endosphere,Arbuckle,1.0,indica
SRR5681545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4539.0,ITS1.drght.20,Oryza sativa,M206,Drought,Endosphere,Arbuckle,1.0,japonica
SRR5681546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7847.0,ITS1.drght.79,Oryza sativa,IR20,Drought,Rhizosphere,Arbuckle,2.0,indica
SRR5681547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5149.0,ITS1.drght.13,Oryza glaberrima,TOg7102,Drought,Endosphere,Davis,1.0,indica
SRR5681548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6291.0,ITS1.drght.14,Oryza glaberrima,Gl_CG14,Drought,Endosphere,Davis,1.0,indica
SRR5681549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5213.0,ITS1.drght.11,Oryza sativa,IR20,Drought,Rhizosphere,Biggs,1.0,indica
SRR5681550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17872.0,ITS1.drght.12,Oryza sativa,M206,Drought,Rhizosphere,Biggs,1.0,japonica
SRR5681551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,ITS1.drght.17,Oryza glaberrima,TOg7102,Drought,Endosphere,Arbuckle,1.0,indica
SRR5681552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22435.0,ITS1.drght.18,Oryza glaberrima,Gl_CG14,Drought,Endosphere,Arbuckle,1.0,indica
SRR5681553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25010.0,ITS1.drght.15,Oryza sativa,IR20,Drought,Endosphere,Davis,1.0,indica
SRR5681554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5492.0,ITS1.drght.16,Oryza sativa,M206,Drought,Endosphere,Davis,1.0,japonica
SRR5681555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8508.0,ITS1.drght.3,Oryza sativa,IR20,Drought,Rhizosphere,Davis,1.0,indica
SRR5681556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9378.0,ITS1.drght.4,Oryza sativa,M206,Drought,Rhizosphere,Davis,1.0,japonica
SRR5681557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27991.0,ITS1.drght.111,Oryza sativa,IR20,Drought,Endosphere,Davis,3.0,indica
SRR5681558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9067.0,ITS1.drght.109,Oryza glaberrima,TOg7102,Drought,Endosphere,Davis,3.0,indica
